Chevrolet,19
Toyota,19
Mercedes-Benz,17
BMW,17
Nissan,16
Ford,14
Kia,13
Audi,13
Hyundai,12
Honda,11
Lexus,11
Cadillac,10
Subaru,9
Mazda,8
Volkswagen,8
Lincoln,8
Porsche,7
Jaguar,7
Volvo,7
INFINITI,7
Land Rover,7
Acura,6
GMC,6
Jeep,6
Buick,6
Dodge,5
FIAT,5
Rolls-Royce,5
Alfa Romeo,4
Tesla,4
Bentley,4
Mitsubishi,4
Aston Martin,4
Maserati,4
Ferrari,3
Genesis,3
McLaren,3
MINI,3
Lamborghini,3
Chrysler,2
Ram,2
smart,1
